poisonous,cap-shape,cap-color,bruises,gill-color,stalk-shape,veil-color,ring-number,spore-print-color,population,habitat
e,f,n,t,u,t,w,o,n,y,d
p,f,y,f,p,e,w,o,h,v,g
p,f,y,f,g,e,w,o,h,v,g
p,x,g,f,g,e,w,o,h,y,d
p,x,g,f,p,e,w,o,h,y,p
p,f,y,f,g,e,w,o,h,v,p
p,x,y,f,g,e,w,o,h,y,d
p,x,y,f,h,e,w,o,h,v,p
p,x,g,f,p,e,w,o,h,v,p
p,x,y,f,h,e,w,o,h,y,p
e,x,g,t,u,t,w,o,n,v,d
p,f,g,f,h,e,w,o,h,y,d
e,f,e,t,p,t,w,o,n,v,d
p,x,g,f,p,e,w,o,h,v,d
p,f,y,f,h,e,w,o,h,v,d
e,f,n,t,n,t,w,o,n,y,d
e,f,g,t,w,t,w,o,k,y,d
p,f,g,f,p,e,w,o,h,v,g
e,x,e,t,w,t,w,o,k,v,d
e,f,e,t,p,t,w,o,n,y,d
p,f,y,f,h,e,w,o,h,v,p
p,x,w,f,u,e,w,o,k,v,d
p,x,g,f,p,e,w,o,h,y,d
p,x,e,f,b,t,w,o,w,v,d
p,x,y,f,p,e,w,o,h,v,p
p,f,g,f,p,e,w,o,h,y,d
e,f,g,t,u,t,w,o,n,y,d
p,x,n,f,b,t,w,o,w,v,l
e,f,e,t,n,t,w,o,n,v,d
p,b,b,t,g,e,w,t,r,v,m
e,f,g,t,w,t,w,o,k,y,d
p,f,g,f,p,e,w,o,h,v,g
e,f,g,t,w,t,w,o,k,y,d
p,f,y,f,p,e,w,o,h,y,p
p,f,y,f,g,e,w,o,h,y,g
p,f,g,f,g,e,w,o,h,v,g
e,f,e,t,u,t,w,o,n,v,d
p,x,g,f,p,e,w,o,h,y,p
p,f,y,f,g,e,w,o,h,v,g
p,x,y,f,g,e,w,o,h,v,d
p,x,y,f,g,e,w,o,h,y,p
p,f,y,f,p,e,w,o,h,v,g
p,f,y,f,h,e,w,o,h,v,g
p,x,g,f,p,e,w,o,h,v,p
e,f,e,t,u,t,w,o,k,v,d
p,f,g,f,g,e,w,o,h,v,d
p,f,y,f,h,e,w,o,h,v,g
e,f,n,t,u,t,w,o,k,v,d
p,x,y,f,g,e,w,o,h,v,p
p,x,y,f,h,e,w,o,h,v,p
e,f,n,t,p,t,w,o,k,y,d
p,f,g,f,p,e,w,o,h,y,p
e,f,e,t,p,t,w,o,k,y,d
p,x,y,f,g,e,w,o,h,v,g
p,f,g,f,h,e,w,o,h,v,d
p,x,y,f,p,e,w,o,h,v,d
p,x,g,f,g,e,w,o,k,s,d
e,f,g,t,w,t,w,o,k,v,d
p,f,g,f,g,e,w,o,h,y,g
p,x,g,f,h,e,w,o,h,y,d
p,f,g,f,h,e,w,o,h,v,p
e,f,n,t,w,t,w,o,k,v,d
p,x,y,f,p,e,w,o,h,y,d
p,f,g,f,g,e,w,o,h,y,d
e,f,e,t,w,t,w,o,n,v,d
e,f,e,t,w,t,w,o,k,v,d
p,f,g,t,p,t,w,o,h,v,u
p,x,g,f,g,e,w,o,h,y,p
p,f,g,f,g,e,w,o,h,v,p
p,x,g,f,g,e,w,o,h,v,p
p,x,y,f,h,e,w,o,h,v,d
p,f,g,f,p,e,w,o,h,v,d
p,f,g,f,p,e,w,o,h,v,p
e,f,e,t,w,t,w,o,n,y,d
p,x,g,f,h,e,w,o,h,v,g
p,f,g,f,p,e,w,o,h,v,g
p,x,g,f,p,e,w,o,h,y,p
e,f,e,t,p,t,w,o,n,v,d
e,f,e,t,p,t,w,o,n,v,d
e,f,e,t,n,t,w,o,n,y,d
p,f,y,f,h,e,w,o,h,v,g
p,f,g,f,h,e,w,o,h,y,p
e,f,n,t,u,t,w,o,k,y,d
p,x,g,f,g,e,w,o,h,y,g
e,f,g,t,u,t,w,o,n,v,d
p,x,y,f,p,e,w,o,h,v,p
p,x,y,f,p,e,w,o,h,v,d
p,x,y,f,p,e,w,o,h,v,d
e,f,c,f,w,e,w,o,w,v,l
p,x,g,f,h,e,w,o,h,v,d
p,f,g,f,p,e,w,o,h,y,g
p,x,g,f,h,e,w,o,h,v,g
p,f,g,f,p,e,w,o,h,y,g
p,x,b,t,w,t,w,o,h,s,u
p,f,g,f,h,e,w,o,h,v,d
p,x,g,f,p,e,w,o,h,v,g
p,f,y,f,g,e,w,o,h,y,p
p,f,g,f,h,e,w,o,h,v,p
p,f,g,f,g,e,w,o,h,y,d
e,f,g,t,w,t,w,o,k,y,d
p,x,y,f,p,e,w,o,h,y,p
p,x,y,f,h,e,w,o,h,y,p
e,f,e,t,u,t,w,o,k,y,d
p,f,g,f,h,e,w,o,h,v,p
p,f,g,f,h,e,w,o,h,y,d
p,x,y,f,g,e,w,o,h,y,d
e,f,g,t,w,t,w,o,k,y,d
p,x,g,f,g,e,w,o,h,v,g
p,x,g,f,g,e,w,o,h,y,p
e,f,n,t,p,t,w,o,n,y,d
e,f,g,t,u,t,w,o,n,v,d
p,x,g,f,h,e,w,o,h,v,d
p,f,y,f,h,e,w,o,h,v,p
p,f,y,f,h,e,w,o,h,v,d
p,f,g,f,g,e,w,o,h,v,p
p,f,g,f,h,e,w,o,h,y,p
p,f,g,f,p,e,w,o,h,y,g
p,f,b,t,w,t,w,o,h,s,u
e,f,e,t,u,t,w,o,n,y,d
p,x,n,f,b,t,w,o,w,v,d
e,x,g,t,n,t,w,o,n,v,d
p,x,g,f,n,e,w,o,k,v,d
p,x,p,f,n,e,w,o,n,v,d
p,x,n,f,b,t,w,o,w,v,l
p,f,g,f,g,e,w,o,h,y,p
p,x,y,f,g,e,w,o,h,v,g
p,x,g,t,w,t,w,o,h,s,u
p,f,g,f,h,e,w,o,h,y,p
p,x,y,f,p,e,w,o,h,y,d
p,f,g,f,g,e,w,o,h,y,p
p,f,g,f,h,e,w,o,h,y,d
p,f,g,f,h,e,w,o,h,y,d
p,x,g,f,g,e,w,o,h,y,g
p,f,g,f,h,e,w,o,h,y,g
p,x,y,f,p,e,w,o,h,y,g
p,f,y,f,p,e,w,o,h,v,g
p,x,y,f,h,e,w,o,h,v,g
p,x,y,f,g,e,w,o,h,y,g
p,x,y,f,p,e,w,o,h,v,g
p,f,g,t,h,t,w,o,h,v,u
p,x,y,f,h,e,w,o,h,y,g
p,f,y,f,p,e,w,o,h,y,g
p,f,g,f,p,e,w,o,h,y,d
p,f,y,f,p,e,w,o,h,y,d
p,f,y,f,g,e,w,o,h,v,d
p,x,g,f,h,e,w,o,h,v,p
p,x,g,f,p,e,w,o,h,y,p
e,f,e,t,p,t,w,o,n,v,d
p,f,y,f,h,e,w,o,h,v,d
p,f,g,f,h,e,w,o,h,y,d
p,f,g,f,h,e,w,o,h,v,p
p,x,y,f,g,e,w,o,h,v,g
p,x,y,f,g,e,w,o,h,v,p
p,x,g,f,h,e,w,o,h,y,d
p,x,y,f,p,e,w,o,h,y,p
p,f,w,t,p,t,w,o,h,s,u
p,f,y,f,h,e,w,o,h,v,g
p,f,y,f,p,e,w,o,h,v,d
p,f,g,f,h,e,w,o,h,y,p
p,f,y,f,p,e,w,o,h,y,d
p,f,y,f,h,e,w,o,h,v,d
p,f,g,f,g,e,w,o,h,v,p
p,x,g,f,p,e,w,o,h,y,g
p,x,y,f,h,e,w,o,h,y,p
p,f,g,f,g,e,w,o,h,v,g
p,x,y,f,p,e,w,o,h,y,d
p,f,g,f,p,e,w,o,h,v,d
p,x,y,f,g,e,w,o,h,v,d
p,x,w,t,h,t,w,o,h,s,g
p,f,g,f,p,e,w,o,h,y,g
p,x,b,t,p,t,w,o,h,s,g
p,f,g,f,h,e,w,o,h,v,d
p,x,g,f,p,e,w,o,h,v,d
p,x,y,f,g,e,w,o,h,y,g
p,x,y,f,p,e,w,o,h,y,g
p,x,y,f,g,e,w,o,h,v,g
e,f,g,t,u,t,w,o,n,y,d
p,f,y,f,h,e,w,o,h,y,p
p,x,g,f,h,e,w,o,h,y,p
p,f,y,f,h,e,w,o,h,v,g
p,f,y,f,h,e,w,o,h,v,p
p,f,y,f,g,e,w,o,h,y,d
p,x,g,f,h,e,w,o,h,v,p
p,f,g,f,g,e,w,o,h,y,g
p,x,g,f,g,e,w,o,h,y,p
p,x,p,f,p,e,w,o,k,s,d
p,x,y,f,g,e,w,o,h,y,d
p,x,y,f,g,e,w,o,h,y,g
p,f,y,f,h,e,w,o,h,y,g
p,x,g,f,g,e,w,o,h,v,g
p,f,g,f,g,e,w,o,h,v,g
p,x,g,f,h,e,w,o,h,v,d
p,x,y,f,h,e,w,o,h,y,g
p,x,y,f,g,e,w,o,h,v,p
p,x,g,f,h,e,w,o,h,y,d
p,x,y,f,g,e,w,o,h,v,d
p,f,g,f,g,e,w,o,h,y,p
p,f,g,f,p,e,w,o,h,v,d
p,x,y,f,h,e,w,o,h,y,p
e,k,n,f,w,e,w,o,w,v,l
p,f,g,f,p,e,w,o,h,y,p
p,x,y,f,h,e,w,o,h,y,g
p,f,y,f,p,e,w,o,h,y,g
p,x,g,f,h,e,w,o,h,v,d
p,x,g,f,h,e,w,o,h,y,p
p,f,y,f,p,e,w,o,h,v,g
e,f,p,t,e,e,w,t,w,c,w
p,f,y,f,p,e,w,o,h,v,p
p,x,y,f,g,e,w,o,h,y,d
p,x,g,f,p,e,w,o,h,y,d
p,f,g,f,g,e,w,o,h,y,p
p,x,y,f,g,e,w,o,h,v,d
p,f,g,f,h,e,w,o,h,y,g
p,f,g,f,h,e,w,o,h,v,g
e,k,p,t,e,e,w,t,w,c,w
p,x,y,f,p,e,w,o,h,v,d
p,f,y,f,p,e,w,o,h,v,p
p,f,g,f,h,e,w,o,h,y,p
p,f,g,f,p,e,w,o,h,v,g
p,x,y,f,h,e,w,o,h,y,p
p,f,g,f,p,e,w,o,h,y,p
p,x,g,f,g,e,w,o,h,y,g
p,f,y,f,g,e,w,o,h,y,g
p,f,g,f,h,e,w,o,h,y,d
p,x,y,f,g,e,w,o,h,v,d
p,f,g,f,g,e,w,o,h,v,g
p,f,g,f,g,e,w,o,h,y,d
p,f,y,f,h,e,w,o,h,y,g
e,f,g,t,w,t,w,o,n,y,d
p,f,g,f,h,e,w,o,h,y,d
p,f,g,f,g,e,w,o,h,v,d
p,f,g,f,g,e,w,o,h,v,g
p,x,y,f,p,e,w,o,h,v,g
p,x,g,f,p,e,w,o,h,y,g
p,x,y,f,g,e,w,o,h,y,p
p,f,y,f,p,e,w,o,h,y,d
p,x,y,f,g,e,w,o,h,v,g
p,x,y,f,p,e,w,o,h,y,p
p,f,g,f,p,e,w,o,h,v,g
p,x,y,f,h,e,w,o,h,v,d
p,f,g,f,h,e,w,o,h,v,g
p,f,g,f,g,e,w,o,h,y,d
p,f,g,f,h,e,w,o,h,y,g
p,f,y,f,h,e,w,o,h,v,g
p,f,g,f,p,e,w,o,h,y,g
p,x,y,f,g,e,w,o,h,y,p
p,f,g,f,p,e,w,o,h,y,g
p,f,g,f,h,e,w,o,h,y,g
p,f,g,f,p,e,w,o,h,v,p
e,x,r,f,p,e,w,o,h,v,d
p,f,y,f,p,e,w,o,h,y,g
p,x,y,f,g,e,w,o,h,y,d
p,x,n,f,b,t,w,o,w,v,p
p,f,y,f,h,e,w,o,h,v,d
p,k,n,f,w,e,w,o,w,v,d
p,f,y,f,p,e,w,o,h,y,d
p,x,g,f,h,e,w,o,h,v,d
p,x,g,f,h,e,w,o,h,y,g
p,f,g,f,g,e,w,o,h,y,g
p,x,y,f,p,e,w,o,h,v,d
p,x,g,f,g,e,w,o,h,v,d
p,x,g,f,g,e,w,o,h,v,d
p,x,g,f,p,e,w,o,h,y,g
p,x,g,f,g,e,w,o,h,y,g
e,f,e,t,w,t,w,o,k,y,d
p,f,y,f,h,e,w,o,h,y,p
p,x,y,f,h,e,w,o,h,v,g
p,f,y,f,g,e,w,o,h,v,g
p,x,y,f,p,e,w,o,h,v,p
p,f,g,f,h,e,w,o,h,y,g
p,f,g,f,h,e,w,o,h,v,g
p,x,y,f,g,e,w,o,h,y,g
p,f,b,t,w,t,w,o,h,s,u
p,x,g,f,p,e,w,o,h,v,g
p,x,y,f,g,e,w,o,h,v,p
p,f,g,f,g,e,w,o,h,v,p
p,f,g,f,g,e,w,o,h,y,d
p,f,y,f,p,e,w,o,h,v,d
p,f,g,f,h,e,w,o,h,y,g
p,x,g,f,p,e,w,o,h,v,g
e,x,e,t,e,e,w,t,w,c,w
p,f,g,f,g,e,w,o,h,v,d
p,f,y,f,p,e,w,o,h,y,d
p,f,g,f,g,e,w,o,h,y,d
p,x,y,f,g,e,w,o,h,y,p
p,f,g,f,g,e,w,o,h,v,d
p,x,y,f,h,e,w,o,h,y,g
p,b,w,t,w,e,w,o,w,c,l
p,f,b,t,h,t,w,o,h,v,u
p,x,y,f,p,e,w,o,h,y,p
p,f,g,f,g,e,w,o,h,y,d
p,f,g,f,g,e,w,o,h,v,p
p,f,y,f,p,e,w,o,h,v,p
p,f,g,f,g,e,w,o,h,y,d
p,x,y,f,h,e,w,o,h,v,d
p,x,y,f,p,e,w,o,h,v,g
p,f,g,f,p,e,w,o,h,y,g
p,x,w,t,w,t,w,o,h,s,u
e,f,g,t,n,t,w,o,n,v,d
p,x,n,f,b,t,w,o,w,v,d
p,f,g,f,p,e,w,o,h,y,d
p,f,g,f,g,e,w,o,h,y,g
e,f,e,t,n,t,w,o,k,v,d
e,x,b,t,e,e,w,t,w,c,w
p,x,y,f,h,e,w,o,h,y,g
p,x,y,f,g,e,w,o,h,y,d
p,x,y,f,h,e,w,o,h,v,p
p,x,y,f,p,e,w,o,h,y,g
p,f,y,f,g,e,w,o,h,y,g
p,f,g,f,p,e,w,o,h,y,g
p,x,g,f,p,e,w,o,h,y,g
p,f,y,f,p,e,w,o,h,v,g
p,x,g,f,h,e,w,o,h,v,g
p,x,y,f,g,e,w,o,h,y,g
p,f,g,f,h,e,w,o,h,y,p
p,f,y,f,h,e,w,o,h,y,g
p,x,g,f,g,e,w,o,h,y,d
p,f,g,f,h,e,w,o,h,v,d
p,f,g,f,p,e,w,o,h,y,p
e,x,u,f,h,e,w,o,h,y,d
p,x,g,f,g,e,w,o,h,v,g
p,f,y,f,g,e,w,o,h,v,g
p,f,y,f,h,e,w,o,h,y,g
p,x,y,f,h,e,w,o,h,v,g
p,f,y,f,h,e,w,o,h,v,g
p,f,g,f,h,e,w,o,h,v,g
p,f,g,f,p,e,w,o,h,y,d
p,f,g,f,h,e,w,o,h,v,g
p,f,y,f,h,e,w,o,h,y,d
p,f,y,f,h,e,w,o,h,v,p
p,f,g,f,g,e,w,o,h,v,p
p,f,g,f,g,e,w,o,h,y,g
p,f,y,f,g,e,w,o,h,y,d
e,f,e,t,u,t,w,o,n,y,d
p,f,b,t,h,t,w,o,h,v,u
p,f,g,f,g,e,w,o,h,v,d
p,f,g,f,h,e,w,o,h,v,p
p,x,y,f,p,e,w,o,h,y,g
p,f,y,f,p,e,w,o,h,y,p
p,f,y,f,h,e,w,o,h,v,d
e,f,n,t,u,t,w,o,k,v,d
p,f,y,f,h,e,w,o,h,y,g
e,x,b,t,e,e,w,t,w,c,w
p,x,y,f,p,e,w,o,h,y,g
p,x,y,f,p,e,w,o,h,y,d
p,x,y,f,h,e,w,o,h,y,g
p,f,g,f,g,e,w,o,h,v,p
e,f,e,t,n,t,w,o,k,y,d
p,f,y,f,p,e,w,o,h,v,d
p,f,y,f,p,e,w,o,h,v,g
p,x,y,f,h,e,w,o,h,v,d
p,x,y,f,p,e,w,o,h,v,g
p,x,n,f,b,t,w,o,w,v,d
p,f,y,f,p,e,w,o,h,v,p
p,x,y,f,h,e,w,o,h,v,g
p,f,y,f,g,e,w,o,h,v,p
p,f,y,f,g,e,w,o,h,v,d
p,f,g,f,p,e,w,o,h,v,p
p,f,g,f,h,e,w,o,h,v,g
p,f,g,f,h,e,w,o,h,v,d
p,f,g,f,g,e,w,o,h,v,g
p,x,g,f,p,e,w,o,k,v,d
p,x,y,f,g,e,w,o,h,y,g
p,f,g,t,h,t,w,o,h,s,u
p,x,g,f,p,e,w,o,h,v,g
p,x,y,f,p,e,w,o,h,y,p
p,x,y,f,h,e,w,o,h,y,d
e,f,g,t,u,t,w,o,k,y,d
p,f,g,f,g,e,w,o,h,y,d
p,f,y,f,h,e,w,o,h,v,g
p,f,g,f,h,e,w,o,h,y,p
p,x,y,f,h,e,w,o,h,y,g
p,x,g,f,p,e,w,o,h,y,d
p,x,y,f,p,e,w,o,h,y,p
e,f,n,t,n,t,w,o,n,v,d
p,x,g,f,g,e,w,o,h,y,g
p,f,y,f,g,e,w,o,h,v,g
p,x,g,f,p,e,w,o,h,v,p
p,x,y,f,p,e,w,o,h,y,g
p,f,g,f,g,e,w,o,h,y,p
p,f,g,f,h,e,w,o,h,y,g
p,x,y,f,h,e,w,o,h,y,g
e,k,b,t,e,e,w,t,w,c,w
p,x,y,f,p,e,w,o,h,y,p
p,x,n,f,b,t,w,o,w,v,d
p,f,g,f,p,e,w,o,h,y,p
p,x,g,f,g,e,w,o,h,y,p
p,f,y,f,h,e,w,o,h,v,g
p,f,g,f,g,e,w,o,h,v,d
p,f,g,f,h,e,w,o,h,y,g
p,f,y,f,h,e,w,o,h,y,g
p,x,y,f,g,e,w,o,h,y,d
p,x,w,t,p,t,w,o,h,v,u
p,x,y,f,g,e,w,o,h,v,g
p,f,y,f,g,e,w,o,h,y,p
p,x,y,f,p,e,w,o,h,y,g
p,x,y,f,g,e,w,o,h,v,p
p,f,y,f,h,e,w,o,h,v,g
p,x,y,f,h,e,w,o,h,y,g
p,x,y,f,p,e,w,o,h,v,p
p,f,g,f,p,e,w,o,h,y,p
p,f,y,f,h,e,w,o,h,y,p
p,f,g,f,h,e,w,o,h,v,p
e,f,n,t,p,t,w,o,k,y,d
p,x,y,f,h,e,w,o,h,v,d
p,x,g,f,g,e,w,o,h,v,p
p,f,g,f,h,e,w,o,h,v,g
p,f,g,f,g,e,w,o,h,v,g
p,x,y,f,g,e,w,o,h,y,d
p,f,g,f,g,e,w,o,h,v,p
p,x,g,f,p,e,w,o,h,v,d
p,x,y,f,p,e,w,o,h,v,d
p,x,y,f,h,e,w,o,h,y,d
p,f,y,f,g,e,w,o,h,y,d
e,f,c,f,w,e,w,o,w,v,l
p,f,g,f,h,e,w,o,h,v,g
p,x,g,f,p,e,w,o,h,y,p
p,f,y,f,w,e,w,o,w,v,d
p,f,y,f,h,e,w,o,h,y,p
p,x,g,t,p,t,w,o,h,v,g
e,f,n,t,e,e,w,t,w,c,w
p,x,n,f,b,t,w,o,w,v,p
p,x,g,f,u,e,w,o,k,v,d
p,x,y,f,g,e,w,o,h,y,d
p,f,g,f,h,e,w,o,h,v,g
p,f,g,f,g,e,w,o,h,y,d
p,x,y,f,p,e,w,o,h,v,g
p,x,y,f,p,e,w,o,h,v,g
p,x,g,f,p,e,w,o,h,y,d
p,f,g,f,g,e,w,o,h,y,d
p,f,g,f,h,e,w,o,h,y,g
p,f,y,f,g,e,w,o,h,y,g
p,x,y,f,p,e,w,o,h,v,d
p,f,y,f,p,e,w,o,h,v,p
p,f,g,f,p,e,w,o,h,y,p
p,f,y,f,h,e,w,o,h,y,p
p,f,y,f,h,e,w,o,h,y,d
p,f,y,f,h,e,w,o,h,v,p
p,f,y,f,h,e,w,o,h,v,d
p,x,g,f,h,e,w,o,h,v,g
p,x,g,f,p,e,w,o,h,v,g
p,x,g,f,g,e,w,o,h,v,d
e,x,b,t,w,e,w,t,w,c,w
p,f,g,f,g,e,w,o,h,v,d
p,x,y,f,g,e,w,o,h,v,d
p,x,n,f,b,t,w,o,w,v,l
p,x,g,f,g,e,w,o,h,y,d
p,f,g,f,h,e,w,o,h,v,p
p,f,g,f,p,e,w,o,h,y,d
p,f,y,f,g,e,w,o,h,y,g
p,x,y,f,g,e,w,o,h,v,d
p,x,y,f,h,e,w,o,h,v,g
p,f,g,f,h,e,w,o,h,y,p
p,x,g,f,g,e,w,o,h,v,p
p,f,y,f,h,e,w,o,h,y,g
p,x,y,f,p,e,w,o,h,y,g
e,x,u,f,h,e,w,o,h,v,d
e,f,b,t,e,e,w,t,w,c,w
p,f,y,f,h,e,w,o,h,y,d
p,x,y,f,g,e,w,o,h,y,p
p,x,g,f,g,e,w,o,h,v,g
p,f,g,f,p,e,w,o,h,y,d
p,f,g,f,h,e,w,o,h,v,g
p,f,g,f,h,e,w,o,h,y,g
p,f,g,f,p,e,w,o,h,v,g
p,x,y,f,g,e,w,o,h,y,g
p,f,y,f,h,e,w,o,h,v,d
p,f,g,f,p,e,w,o,h,v,d
p,f,y,f,h,e,w,o,h,v,g
p,f,y,f,h,e,w,o,h,y,g
p,f,g,f,h,e,w,o,h,v,g
p,f,b,t,w,t,w,o,h,v,g
p,f,w,t,g,e,w,t,r,v,m
p,x,y,f,p,e,w,o,h,y,p
p,f,y,f,p,e,w,o,h,v,p
p,f,g,f,g,e,w,o,h,v,g
p,x,y,f,h,e,w,o,h,v,d
p,x,y,f,g,e,w,o,h,v,p
p,x,y,f,g,e,w,o,h,y,d
e,f,g,t,u,t,w,o,n,v,d
e,x,u,f,u,e,w,o,h,v,d
p,x,g,f,h,e,w,o,h,y,d
p,f,y,f,p,e,w,o,h,v,g
p,x,y,f,p,e,w,o,h,v,d
p,f,g,f,p,e,w,o,h,v,d
p,x,y,f,h,e,w,o,h,y,p
p,x,y,f,p,e,w,o,h,v,d
p,x,y,f,g,e,w,o,h,y,p
p,f,y,f,h,e,w,o,h,v,g
p,x,g,f,g,e,w,o,h,y,p
p,f,g,f,p,e,w,o,h,y,g
p,f,g,f,g,e,w,o,h,v,p
p,x,y,f,g,e,w,o,h,y,p
e,f,e,t,w,t,w,o,n,v,d
p,x,y,f,h,e,w,o,h,y,d
p,f,g,f,g,e,w,o,h,v,d
p,x,g,f,g,e,w,o,h,y,p
p,f,g,f,g,e,w,o,h,v,p
p,f,g,f,p,e,w,o,h,y,p
p,f,g,f,p,e,w,o,h,y,d
p,f,g,f,p,e,w,o,h,v,g
p,f,g,f,h,e,w,o,h,y,d
p,f,y,f,h,e,w,o,h,v,d
p,x,y,f,h,e,w,o,h,y,d
p,x,g,f,p,e,w,o,h,v,p
p,x,g,f,p,e,w,o,h,y,p
p,x,w,f,g,e,w,o,n,v,d
p,f,g,f,p,e,w,o,h,y,d
p,x,y,f,h,e,w,o,h,v,p
p,f,g,f,p,e,w,o,h,v,d
p,x,y,f,p,e,w,o,h,v,g
p,f,g,f,h,e,w,o,h,v,d
p,f,g,f,g,e,w,o,h,v,d
p,f,y,f,g,e,w,o,h,y,p
p,x,g,f,g,e,w,o,h,v,g
p,f,y,f,p,e,w,o,h,v,g
p,f,y,f,h,e,w,o,h,y,p
p,x,y,f,h,e,w,o,h,v,d
p,f,y,f,g,e,w,o,h,v,g
p,x,y,f,p,e,w,o,h,y,p
p,f,y,f,g,e,w,o,h,y,d
p,x,y,f,p,e,w,o,h,v,g
p,f,g,f,h,e,w,o,h,y,d
p,f,g,f,p,e,w,o,h,y,d
p,f,y,f,g,e,w,o,h,v,g
p,f,g,f,p,e,w,o,h,v,d
p,f,g,f,h,e,w,o,h,y,g
p,f,y,f,g,e,w,o,h,v,d
p,x,y,f,g,e,w,o,h,y,d
p,x,y,f,p,e,w,o,h,v,d
p,f,y,f,h,e,w,o,h,y,d
p,x,y,f,h,e,w,o,h,v,d
p,x,y,f,g,e,w,o,h,v,g
p,x,n,f,b,t,w,o,w,v,d
e,f,b,t,w,e,w,t,w,c,w
p,x,y,f,h,e,w,o,h,v,g
p,x,y,f,h,e,w,o,h,y,d
p,f,g,f,p,e,w,o,h,y,d
p,x,y,f,p,e,w,o,h,y,d
p,f,g,f,p,e,w,o,h,v,p
p,f,g,f,p,e,w,o,h,y,d
p,f,g,f,p,e,w,o,h,v,p
p,x,y,f,p,e,w,o,h,v,p
p,f,y,f,p,e,w,o,h,y,g
p,f,y,f,g,e,w,o,h,y,d
p,f,g,f,h,e,w,o,h,v,p
p,f,g,f,h,e,w,o,h,y,g
p,f,g,f,g,e,w,o,h,y,g
p,f,g,f,g,e,w,o,h,v,d
p,f,g,f,h,e,w,o,h,v,d
p,f,g,f,g,e,w,o,h,v,p
p,x,g,f,u,e,w,o,k,s,d
p,f,b,t,w,t,w,o,h,v,g
e,f,e,t,w,t,w,o,k,v,d
p,x,y,f,g,e,w,o,h,v,p
p,x,g,f,p,e,w,o,h,y,d
p,f,g,f,g,e,w,o,h,v,g
e,f,g,t,u,t,w,o,k,v,d
p,x,y,f,p,e,w,o,h,y,d
p,x,y,f,p,e,w,o,h,v,p
p,f,y,f,p,e,w,o,h,y,p
p,x,y,f,h,e,w,o,h,v,p
p,x,y,f,h,e,w,o,h,y,d
p,x,g,f,h,e,w,o,h,v,g
p,f,w,t,w,t,w,o,h,s,u
p,x,g,f,p,e,w,o,h,v,d
p,x,y,f,g,e,w,o,h,v,g
p,f,g,f,g,e,w,o,h,y,p
p,x,g,f,p,e,w,o,h,v,p
p,x,y,f,p,e,w,o,h,v,d
e,f,u,f,h,e,w,o,h,v,d
p,f,y,f,h,e,w,o,h,y,d
p,f,g,f,p,e,w,o,h,v,g
p,x,y,f,h,e,w,o,h,y,g
p,f,g,f,g,e,w,o,h,y,g
e,f,n,t,n,t,w,o,n,y,d
p,x,y,f,h,e,w,o,h,v,p
p,f,g,f,h,e,w,o,h,y,d
p,x,g,f,h,e,w,o,h,y,p
p,f,y,f,p,e,w,o,h,y,g
p,x,y,f,h,e,w,o,h,v,d
p,x,y,f,g,e,w,o,h,v,p
p,x,y,f,g,e,w,o,h,v,p
p,f,g,f,g,e,w,o,h,v,g
p,x,w,t,h,t,w,o,h,s,u
e,f,e,t,w,e,w,t,w,c,w
e,x,u,f,w,e,w,o,h,y,d
p,x,y,f,p,e,w,o,h,v,g
p,x,g,f,p,e,w,o,h,y,d
p,x,y,f,p,e,w,o,h,y,p
p,f,g,f,h,e,w,o,h,y,d
p,x,g,f,g,e,w,o,h,y,p
p,f,g,f,h,e,w,o,h,y,g
p,f,y,f,p,e,w,o,h,y,g
p,x,g,f,h,e,w,o,h,y,p
p,f,g,f,g,e,w,o,h,y,p
e,f,p,t,w,e,w,t,w,c,w
p,f,g,f,h,e,w,o,h,y,p
p,x,y,f,g,e,w,o,h,y,p
p,x,g,f,g,e,w,o,h,y,p
p,f,y,f,g,e,w,o,h,v,g
p,x,y,f,p,e,w,o,h,y,d
p,f,g,f,g,e,w,o,h,y,d
p,f,y,f,g,e,w,o,h,y,p
p,x,g,f,p,e,w,o,h,y,g
p,x,g,f,g,e,w,o,h,y,d
p,f,y,f,g,e,w,o,h,y,p
p,f,g,f,p,e,w,o,h,y,d
p,x,g,f,h,e,w,o,h,y,p
p,f,y,f,p,e,w,o,h,v,p
p,f,g,f,h,e,w,o,h,v,d
p,x,g,f,p,e,w,o,h,y,g
p,f,g,f,h,e,w,o,h,v,d
p,x,g,f,h,e,w,o,h,y,g
p,f,g,f,p,e,w,o,h,v,d
p,x,y,f,g,e,w,o,h,y,p
p,x,y,f,p,e,w,o,h,y,g
p,x,g,f,h,e,w,o,h,v,p
p,f,y,f,h,e,w,o,h,v,p
e,f,n,t,n,t,w,o,n,y,d
p,f,g,f,h,e,w,o,h,y,d
p,x,y,f,h,e,w,o,h,y,p
p,x,g,t,h,t,w,o,h,s,g
p,f,y,f,h,e,w,o,h,v,p
p,x,y,f,p,e,w,o,h,v,p
p,x,w,f,g,e,w,o,k,s,d
p,x,y,f,g,e,w,o,h,y,d
p,f,b,t,h,t,w,o,h,s,u
p,x,y,f,h,e,w,o,h,y,g
p,x,g,f,h,e,w,o,h,y,d
p,f,y,f,g,e,w,o,h,y,g
p,f,p,t,w,e,w,t,r,v,g
p,f,b,t,p,t,w,o,h,v,u
